ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,NOMBRE_BIEN,DESCRIPCION_BIEN,CARACTERISTICAS_BIEN,VALOR_BIEN
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,OSWALDO,HERNANDEZ ORMEÑO ,Auto,Volswagen Gol 2012,BOU-215,42000
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,REYNA DEL ROSARIO,ROSAS YOVERA DE JARA,MOTOCICLETA,LF 150 9 / LIFAN,NB 65544/NEGRO,3900
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,RODOLFO ALLEM,ROJAS VILLANUEVA,Automovil,Volkswagen - Sapito - 1974,A1K517 - Color Amarillo,6000
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ROMAN LUIS,MARCELO CALLUPE,Automovil,Toyota - Corona - 1987,JQ6024 - Crema,5000
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,RUTH JANETH,DUEÑAS COLQUE,AUTOMOVIL,MAZDA DEMION 1998,AV1069 PLOMO,14000
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,TEODULO FELIPE,PEÑA MEZA,AUTO,TOYOTA CORONA-1982	,M3G-149,10000
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,VICTOR HERMOGENES,IZQUIERDO MENDOZA ,CAMIONETA ,HYUNDAY DAJ MINIVAN 2007,L65725 / PLOMO GRIS,35000
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,VICTOR HUGO,AGUILAR CHAVEZ ,CAMIONETA RURAL,JAC RAV4 2011,V3G-957 PLOMO,38750
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,VICTOR HUGO,AGUILAR CHAVEZ ,AUTOMIVIL,HYUNDAI ACCENT 615 95,C8R-451 BLANCO,13260
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,WILDER VICTORIANO,CHAVEZ MARIN ,AUTOMOVIL,WOLSWAGEN . GOL Q012,D4W-4361 / ROJO,35000
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,WILDER VICTORIANO,CHAVEZ MARIN ,MOTOCICLETA,HARLEY DAVIDSON- PASEO 1963,NG3921,0
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,WILFREDO,QUISPE GUTIERREZ ,CAMIONETA,HYUNDAI AÑO 2002,VIH-000 - TRASMISIÓN MECANICA,25500
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,WILFREDO,QUISPE GUTIERREZ ,CAMIONETA,KIA SORRENTO - 2006,V1W-419 - TRASMISIÓN AUTOMATICA,24820
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,WILLIAMS MERCEDES,CALDERON LOZADA,TRIMOVIL,ARLO- FPN125-2002,3869-3U,1500
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,PRESIDENTE DE LA REPUBLICA,HERNANDO,GUERRA GARCIA CAMPOS,CAMIONETA,NISSAN PHT 2008,D1D-456,51000
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,PRESIDENTE DE LA REPUBLICA,HERNANDO,GUERRA GARCIA CAMPOS,MOTO,PULSAR 200,0866-9A,6000
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JOSE LEON,LUNA GALVEZ,CAMIONETA,NISSAN  NAVARA  GRIS PARDO,ABE-752,94950
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JOSE LEON,LUNA GALVEZ,CAMIONETA,NISSAN  FRONTIER NP 300  ROJO,AKF-704,70000
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JOSE LEON,LUNA GALVEZ,CAMIONETA,NISSAN  PATROL  NEGRO,B6Z-119,226240
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JOSE LEON,LUNA GALVEZ,CAMIONETA,MITSUBISHI  MONTERO  NEGRO,RIW-155,50000
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JOSE LEON,LUNA GALVEZ,AUTOMOVIL,DAIHATSU  360 ROJO NEGRO,EI-4335,0
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JOSE LEON,LUNA GALVEZ,CAMIONETA,NISSAN  AD-LE AZUL MARINO,SGF-275,12000
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,GUSTAVO BERNARDO,RONDON FUDINAGA,AUTOMOVIL,WOLSKWAGEN 1977,KI-2563,3000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,AMERICA,ODAR ROSARIO ,AUTOMOVIL,TOYOTA - YARIS - 2011,HIF077,51612
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ANGELA DEL CARMEN,JIPA CARBAJAL,MOTO,WAVE - 2011,7161-1L,3800
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ANNER,ROMAN NEIRA ,MOTOCICLETA,HONDA- NXR 125- 2009,0426-2M,3000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ARMANDO SIGIFREDO,SANDOVAL ROSALES ,AUTO,NISSAN TIIDA,D8I-634,30000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ARMANDO SIGIFREDO,SANDOVAL ROSALES ,AUTO,TOYOTA COROLLA,D1N-050,40000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ARMANDO SIGIFREDO,SANDOVAL ROSALES ,CAMIONETA,HONDA PILOT,B7C-440,90000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ARMANDO SIGIFREDO,SANDOVAL ROSALES ,AUTO,TOYOTA COROLLA,C4W-196,40000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,AUGUSTO LEONEL,ZAMORA HERRERA ,AUTO,NISSAN SENTRA 2001,BIO-052,25000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,BENIGNO TEOFILO,CORNEJO VALENCIA ,CAMIONETA,TOYOTA PICK UP,V4L - 716,70000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,BENIGNO TEOFILO,CORNEJO VALENCIA ,CAMIONETA ,CHEVROLET - AVEO,V1V - 094,30000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,BORIS DAVID,DARMONT BARDALES ,AUTOMOVIL,MAZDA - SEDAN -1997,A5S292,7000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,BORIS MICHEEL,PAZ DE LA BARRA ,AUTO,MERCEDES BENZ C200 CGI BLUE EFFICIEN - 2010 - 2011,A0P 035,69000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,CARLOS DAVID,ALVA GONZALES ,CAMIONETA,JEEP G. CHEROK - 1995,F8Z-602,15000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,CARLOS FEDERICO,LEYTON MUÑOZ ,CAMIONETA,KIA SPORTAGE,V6Q-363,40000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,CESAR ALFREDO,PALOMINO COLINA ,AUTOMOVIL,RENAULT-LOGAN 2011,B5W-429,36000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,DANIEL,QUIROZ ORIHUELA ,AUTOMOVIL,DONGE - CORONET - 1970,AH8173,3000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,DANIEL,QUIROZ ORIHUELA ,CAMIONETA,SUZUKI - ERTIGA -2015,ABF017,55000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,DINA IRENE,HANCCO HANCCO ,CAMIONETA,TOYOTA HILUX 2012,X2P 735,69000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,EDA ELIZABETH,AGUILAR SAMANAMUD ,CAMIONETA,KIA - SPORTAGE - 2009,AIE-210 / AUTOMATICO / PLATA,28000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,EDA ELIZABETH,AGUILAR SAMANAMUD ,AUTOMOVIL,TOYOTA - COROLLA - 2012,C8F-530 / AUTOMATICO / PLATA,31000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,EDGAR SAMUEL,RAMIREZ RIVERA ,CAMIONETA 4X4,MITSUBISHI - L200 - 2006,D9A-772,30000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,EDUARDO GUILLERMO,ARTETA IZARNOTEGUI,AUTOMOVIL,NISSAN CENTRA,EGB-272,17920
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,EDUARDO GUILLERMO,ARTETA IZARNOTEGUI,AUTOMOVIL,KIA - CERATO,C6H-417,51000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,EDUARDO RUBEN,CARHUARICRA MEZA ,AUTO,NISSAN - VERSA 2012,C4E-462,30000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,EDWIN ALBERTO,DONAYRE GOTZCH,CAMIONETA,HONDA / CR-V  / 2010,AOM-173,28000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,EDWIN SANTIAGO,SIFUENTES CHAVEZ ,AUTO,MAZDA 1989,AG4-749,800
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ELSA YOLANDA,MAMANI CARPIO ,CAMIONETA,KIA CARNIVAL 2003,A9F-518,40800
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ESPERANZA JOBITA,DIAZ SILVA ,AUTOMOVIL,VOLKSWAGEN,GQ-4800,1500
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,FRANCISCO ANTONIO,PEZO TORRES ,CAMIONETA,TOYOTA 2011,ADU942,69400
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,FREDDY ALVARO,VRACKO METZGER ,CAMIONETA RURAL,CHERY - BEAT - 2011,B7D - 163,45000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,FREDDY ALVARO,VRACKO METZGER ,STATION WAGON,TOYOTA - CARIBE - 1993,A9B - 601,25500
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GARY HANS,LLEMPEN RUBIO,CAMIONETA,BMW-X5-2009,A1B 422,65000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GELACIO LOMBARDO,MAUTINO ANGELES ,CAMIONETA 4X4,ZUZUKI - NOMADE - 2013,F7A344,50000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GELACIO LOMBARDO,MAUTINO ANGELES ,AUTO SEDAN,BMW - 318I - 2007,F2R272,60000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GIOVANNA JEANICE,ARANIBAR ROSAS ,AUTO,KIA SPORTAGE 2013,V4S-528,75460
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GLADYS NATALIE,CONDORI JAHUIRA ,AUTOMOVIL,TOYOTA DUET - 2001,Z2D - 095,5000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GLADYS NATALIE,CONDORI JAHUIRA ,AUTOMOVIL,DAIHATSU - TERIOS,F64 - 027,44100
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GLORIA EDELMIRA,MONTENEGRO FIGUEROA ,CAMIONETA,KIA - BESTA - 2011,T1S - 385,63000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ISAAC,MEKLER NEIMAN,TOYOTA,COROLLA 83,FQ-6772,3500
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JEESSIKHA,UBILLUS REYES ,AUTO,HONDA CIVIC FERIO LEV 1998,A6K506,13200
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JENNY CLARIVEL,NUÑEZ MARIN ,CAMIONETA,KIA SORENTO,RO1-253,20000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JENNY PAOLA,VALDIVIA HERRERA ,CAMIONETA,NISSAN - QASHQAI,T3F191- 2015 - COLOR BLANCO,81302.1015625
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JORGE ALONZO,RODRIGUEZ LAZARO ,CAMIONETA STATION WAGON,FIAT-PALIO WEEKEND ADVENTURE-2015,T3H-186,51850
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JORGE FAUSTO,SUMARI BUENDIA ,AUTOMOVIL,VOLKSWAGEN - 1300- 75,V2X-317,8000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JORGE FELIX,RENGIFO HERRERA,CAMIONETA,HUYNDAY - TUCSON - 2012,C5U-009,62300
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JOSE,PUCHURI DURAND ,CAMIONETA,DATSUN,MF-2055,5000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JOSE,PUCHURI DURAND ,CAMIÓN,DODGE,WF-4178,12000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JOSE AUGUSTO,PERALES AVENDAÑO,AUTOMOVIL,PEUGEOT-206-2003,C5N-039,20000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JUAN RAMIRO,ALVARADO GOMEZ,CAMIONETA RURAL,KIA / SPORTAGE / 2014,ADA-511,77860
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JUAN RAMIRO,ALVARADO GOMEZ,CAMIONETA RURAL,HONDA / CR-V / 2008,C9U-056,35000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JULIA PEREGRINA,PANTA QUEVEDO ,CAMIONETA,TOYOTA RAUFORD 2014,LUANDI,147000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JULIO PABLO,ROSAS HUARANGA,AUTOMOVIL,VOLKSWAGEN - ESCARABAJO - 1980,F7C - 343,1575
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JULIO PABLO,ROSAS HUARANGA,CAMIONETA,HYUNDAI - SANTA FE - 2012,C8X-263,71523.5
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,LILIA,VARGAS CESPEDES ,AUTOMOVIL,COROLLA GLI - 1998,A2B-134 / SEDAN GASOLINERO,8000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,LUIS CARLOS ANTONIO,IBERICO NUÑEZ,CAMIONETA RURAL***,HONDA 2012,C07-186,81402
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,LUIS CARLOS ANTONIO,IBERICO NUÑEZ,AUTOMOVIL***,HONDA ACCORD 2011,B9B-032,80228
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,LUIS ELMER,ANGULO CABANILLAS ,AUTOMOVIL,NISSAN VERSA 2013,T2S-019 / PLATEADO,30000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,LUZ REBECA,CRUZ TEVEZ ,CAMIONETA,TOYOTA HILUX,F7W893,100000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,LUZ REBECA,CRUZ TEVEZ ,AUTOMOVIL,ISUZU 1982,EQ3235,3000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MANUEL SILVERIO,YTO SEGUIL ,AUTOMOVIL,HONDA CIVIC,C1W-063,68482.6875
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARCIAL ALCIBIADES,PALOMINO GARCIA MILLA ,CAMIONETA,MITSUBISHI - NI-CMTA-PICKUP-2013,D9G-917 - NEGRO,105094
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARGARITA TEODORA,SUCARI CARI ,CAMIONETA RURAL,TOYOTA - RAV 4 - 2010,ABX - 186,70000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARGARITA TEODORA,SUCARI CARI ,AUTO,TOYOTA - YARIS- 2010,B1E-395,38500
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARIA ENRIQUETA,RIVERA DELGADO ,CAMIONETA,KIA SPORTAGE 2012,LTI-300,62000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARIA ENRIQUETA,RIVERA DELGADO ,CAMIONETA,KIA SPORTAGE 2008,LGA-322,38000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARIA ENRIQUETA,RIVERA DELGADO ,AUTO,TOYOTA-YARIS 1996,AGA-398,12000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARIA JESUS,ESPINOZA MATOS ,AUTOMOVIL,NISSAN-ALMERA-2011,C2C-251-SEDAN,36853
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARIO JAVIER,QUISPE SUAREZ ,CAMIONETA,TOYOTA-HILUX-2008,55381P,35000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARIO JAVIER,QUISPE SUAREZ ,CAMIONETA,TOYOTA -HILUX- 2012,T4Q873,65000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARISOL,ESPINOZA CRUZ,CAMIONETA,HONDA - CRV - 2014,ABX-111 - COLOR NEGRA,84360
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARITZA MARLENY,RAVELO CHAVEZ ,AUTO,VOLKSWANGEN-GOL-2012,W1S169,37000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MONICA MARGOT,GUILLEN TUANAMA ,VOLQUETE,VOLVO-N1242-1980,AOK834,55000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,NELSON ALBERTO,BARRANTES SANCHEZ ,CAMIONETA RURAL,SANTA FE - HIUNDAI - 2010,M1F-016,75000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,OLGA ROSA,YGLESIAS PELAEZ ,CAMIONETA RURAL,HYUNDAI TUCSON 2008,RD6290,50000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,OLGA ROSA,YGLESIAS PELAEZ ,AUTOMOVIL,VOLKSWAGEN 1981,AB9536,10000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,RAMIRO LUIS,QUITO RODRIGUEZ,AUTOMOVIL,NISSAN - SUNNY -1989,IO1842 / BLANCO,3500
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,RAQUEL,ATAUCUSI PUCHURI ,AUTO,HYUNDAI - 91 - CELESTE,BO5667,11000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,RICARDO,CHAVARRIA ORIA ,AUTOMOVIL,CHEVROLET - CRUZE - 2011,B7N-461,44850
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,RICARDO,CHAVARRIA ORIA ,CAMIONETA,RENAULT - KANGO - 2006,QQ8 - 107,12075
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,RICHARD FRANK,ACUÑA NUÑEZ ,AUTOMOVIL,MAZDA - 3 - 2006,CD7974,72027
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,RICHARD FRANK,ACUÑA NUÑEZ ,CAMIONETA,TOYOTA LAND CRUISER PRADO GX GSL 2005,ABE404,29300
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,RICHARD FRANK,ACUÑA NUÑEZ ,AUTOMOVIL,AUDI - A8 - 2014,ALC 414,246891
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,RICHARD FRANK,ACUÑA NUÑEZ ,AUTOMOVIL,VOLSWAGEN PASAT 2.0 FSI 2006,T2F101,16000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,RICHARD FRANK,ACUÑA NUÑEZ ,CAMIONETA,TOYOTA - LAND CRUISER PRADO - 2004,P2P466,36578
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,RICHARD FRANK,ACUÑA NUÑEZ ,AUTOMOVIL,BMW - 320I - 2014,ADT 053,147212
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,RICHARD FRANK,ACUÑA NUÑEZ ,CAMIONETA,NISSAN ALG720T 1991,T6G895,6400
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,RICHARD FRANK,ACUÑA NUÑEZ ,CAMIONETA,LAND ROVER - RANGE ROVER SPORT- 2014,ACG494,365000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,RICHARD FRANK,ACUÑA NUÑEZ ,AUTOMOVIL,MERCEDES BENZ - C63AMG COUPE - 2013,T2E 061,231795
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ROBERTO CARLOS,PALACIOS MESTAS,CAMIONETA,RANGE ROVER -2012,C7H-033,160000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ROBERTO CARLOS,PALACIOS MESTAS,AUTOMOVIL,BMW - 2004,BQV-552,41600
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,UVALDO,PIZARRO PAICO ,CAMIONETA,HYUNDAI - SANTA FE - 2014,P2K-317,80000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,UVALDO,PIZARRO PAICO ,AUNTOMOVIL,TOYOTA COROLLA 1998,BQV-021,14000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,UVALDO,PIZARRO PAICO ,CAMIONETA,NISSAN FRONTIER 2008,B3I-875,30000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,WILBER RAUL,HURTADO TERRAZAS ,CAMIONETA,SUBARU XV 2013,F1E-056 / NEGRO METALIZADO - GASOLINERO,75000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,WILLY,SERRATO PUSE ,CAMIONETA,TOYOTA-HILUX-2013,N4F805,105120
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,WILLY,SERRATO PUSE ,MOTOCICLETA,SUZUKI - 1996,NC36117,3000
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ZOILA SOLEDAD,YAURI AQUINO ,CAMIONETA,GREATWALL - WINGLE - 2011,DSQ - 913,46000
ALIANZA PARA EL PROGRESO DEL PERU,PRIMER VICEPRESIDENTE DE LA REPUBLICA,ANA ELENA LUISA CRISTINA,TOWNSEND DIEZ CANSECO,AUTOMOVIL,PEUGEOT - 407 - 2008,A5Z411,24000
ALIANZA POPULAR,CONGRESISTA,ADELA YRENE,CORDOVA ALCARAZO ,CAMIONETA,KIA - SPORTAGE 2013,P26 - 199/COLOR ROJO,83855
ALIANZA POPULAR,CONGRESISTA,AIDA NALDY CLOTILDE,SOTOMAYOR GARCIA VDA DE ESTERRIPA,CAMIONETA,HIUNDAY-H1- 2011,B0V-481,64930
ALIANZA POPULAR,CONGRESISTA,AIDA NALDY CLOTILDE,SOTOMAYOR GARCIA VDA DE ESTERRIPA,CAMIONETA,TOYOTA-CARINA-1988,B0V-481,7650
ALIANZA POPULAR,CONGRESISTA,ALBERTO,MESSA MEZA ,CAMIONETA,MITSUBISHI-PICKUP-2015,V7Z-908/BLANCA,77970
ALIANZA POPULAR,CONGRESISTA,ALBERTO,MESSA MEZA ,AUTOMOVIL,NISSAN PULSAR-1982,C8F-422,6000
ALIANZA POPULAR,CONGRESISTA,ALFREDO ARCADIO,LOZADA BONILLA ,CAMIONETA ,HONDA CRV 2007,ROR270,37840
ALIANZA POPULAR,CONGRESISTA,ALFREDO ARCADIO,LOZADA BONILLA ,AUTOMOVIL,MITSUBISHI LANCER 1998,AOR056,6880
ALIANZA POPULAR,CONGRESISTA,ALONSO ALBERTO,NAVARRO CABANILLAS,CAMIONETA PICKUP,NISSAN NAVARA 2008,Y1M941,40000
ALIANZA POPULAR,CONGRESISTA,ALVARO JUANITO,QUISPE PEREZ,CAMIONETA,JEEP 1996,RIJ 069,24500
ALIANZA POPULAR,CONGRESISTA,AMELIA,UGARTE QUIROZ CURO DE SOTOMAYOR,CAMIONETA,KIA CARENS 2009,P1G 199,50000
ALIANZA POPULAR,CONGRESISTA,ANDREA,VARGAS SORIA,MOTOCICLETA,SUZUKI - DR 125 - 1999,NY 23969,3500
ALIANZA POPULAR,CONGRESISTA,ANDREA YOLANDA ANITA,LANATA DENTONE,Camioneta,Nissan Xtra 2012,CBL 413,67000
ALIANZA POPULAR,CONGRESISTA,ANGEL JAVIER,VELASQUEZ QUESQUEN,Camioneta,Toyota Hi Lux 4x2,PK-5120 - Mecanica,8000
ALIANZA POPULAR,CONGRESISTA,ANTONINA ROSARIO,SASIETA MORALES ,Camioneta,SSANGYONG/Korando-2014,F8Y-659,63682.30078125
ALIANZA POPULAR,CONGRESISTA,ARTURO MARTIN,VILLANUEVA GUANILO ,CAMIONETA,NISSAN QASQAY 2012,D2Y3Y2,92000
ALIANZA POPULAR,CONGRESISTA,CARLOS ENRIQUE,CALDERON CARVAJAL,Automóvil,Suzuki - 2009,COT - 952,30000
ALIANZA POPULAR,CONGRESISTA,CIRO JESUS,RODRIGUEZ ALIAGA,Camioneta,Susuki Grand Nomade,RP6870,67056
ALIANZA POPULAR,CONGRESISTA,CIRO JESUS,RODRIGUEZ ALIAGA,Auto,Chevrolet Cruze,W20 - 427,59697
ALIANZA POPULAR,CONGRESISTA,CLAUDE MAURICE,MULDER BEDOYA ,Automovil - KIA,KIA-2002,D8D-041,40000
ALIANZA POPULAR,CONGRESISTA,CLAUDE MAURICE,MULDER BEDOYA ,AUTO,VOLVO 2002,D1U468,20000
ALIANZA POPULAR,CONGRESISTA,DANTE ADOLFO,DE CORDOVA VELEZ ,CAMIONETA RURAL,AUDI Q7 OT FSIQUATRO 2012,V3P544,168900
ALIANZA POPULAR,CONGRESISTA,DANTE ADOLFO,DE CORDOVA VELEZ ,AUTOMOVIL,MAZDA - 323,BQ1890,16860
ALIANZA POPULAR,CONGRESISTA,DANTE ADOLFO,DE CORDOVA VELEZ ,CUATRIMOTO,YAMAHA - S/M,NG 8204,16860
ALIANZA POPULAR,CONGRESISTA,DANTE ADOLFO,DE CORDOVA VELEZ ,AUTOMOVIL,HYUDAI ACCENT,V2W239,33720
ALIANZA POPULAR,CONGRESISTA,DAVID ABRAHAM,SALAZAR MOROTE,CAMIONETA,TOYOTA RAV,RQW626,20000
ALIANZA POPULAR,CONGRESISTA,DAVID ABRAHAM,SALAZAR MOROTE,AUTO,HONDA CIVIC,BQZ770,15000
ALIANZA POPULAR,CONGRESISTA,DIEGO ARMANDO,MARCOS ARTEAGA,VW|,VW,SEDAN,30000
ALIANZA POPULAR,CONGRESISTA,DIEGO ARMANDO,MARCOS ARTEAGA,VW,VW,QO-973 SUV,60000
ALIANZA POPULAR,CONGRESISTA,DOYLE,ACOSTA BACA,CAMIONETA,DODGE-DURANGO 2012,D5G276,89400
ALIANZA POPULAR,CONGRESISTA,DOYLE,ACOSTA BACA,AUTO,AUDI-A3-2014,F7L201,99200
ALIANZA POPULAR,CONGRESISTA,EDGARDO RENAN,DE POMAR VIZCARRA,Camioneta,Toyota Lan Crusier 2012,D3M 174,60000
ALIANZA POPULAR,CONGRESISTA,ELIAS NICOLAS,RODRIGUEZ ZAVALETA,CAMIONETA,TOYOTA-LAND CRUISER-2011,B8N-524 NEGRO,35000
